Field_ID,Yield
E9UZCEA,4.148756378128868
1WGGS1Q,3.8200050487748576
EG2KXE2,4.117112635768697
HC3GQXF,3.9620725121117197
7AK6GFK,3.93164653826502
QBM8DGN,4.6624810376586225
1H0WQXK,4.898601227593457
CWDN5MZ,5.341966904394715
PTAP92J,4.523264063544832
NTTFH97,4.755893437943202
RK81RN2,4.58211143959714
O3RQ62W,4.444200482740915
VKW2QWW,4.674328413209353
3FCYE8T,4.822804452950837
8RYV3CK,4.227223597210675
3NKC1DP,4.342507784508871
R8WPNYX,4.6461446048608614
TOZJ2IG,4.305927252973906
CNLULR7,4.880122796712161
ELZR4UM,5.935801962920291
VIZYKBL,4.504049151480519
LZIDLI2,4.329161664512351
B9L85Z0,4.4914082102688555
O0U8D1M,4.263972277760097
3VBIK52,4.569717574268655
2JFB39B,4.308400656135817
JFCSJF4,4.240307138963599
BO8JXPC,4.462123911237913
6SDAQZQ,4.316870749322373
NGD88T2,4.794448935756779
FT8LFH4,4.763102949132782
MZOCECZ,4.923539392953047
55GG5NQ,4.7808548487373175
QKO0BV6,5.193745151960551
DRQAXC4,4.840660923457299
M4SFYB7,4.811515262874476
ENQBR9B,4.764062679445225
P6ECOKQ,5.573433569039085
JJREPX0,4.306944430850995
DN2B2XP,4.189110028178013
DJL98FI,4.534617899248438
OX0Q82K,4.161535430950544
TFXIDLZ,3.8854685680956575
ZGMQJ7K,3.769590135027703
E82R8PJ,4.078212897357667
OYC8M3P,4.250455701462665
JAH5WXF,4.238846636885115
DL6AML6,4.320981461755278
GYZLLDT,4.133204535313425
TVFO9CM,3.909774397879942
7E6RO6I,4.283164655147933
0P7W1P8,3.954734735457203
D52SYLW,4.295571762644067
QWRRKBR,3.956093761919226
OH4ESIV,4.225805311012725
1K2VIHV,4.671828560588038
JXAD8LJ,4.076307404602994
XAJ1NTU,5.111892342681338
77GE28L,4.682099167333219
EYDZYMV,4.504780944692191
5SRUT7Y,4.8498651751528365
CCMTCVJ,4.687101842003723
45HDPQG,5.234678026274975
HWOVS2Y,4.39446910069111
LG9FBFW,4.85345453485712
8NAOQY3,4.7199305712928545
6QBUG02,4.763921518935509
TM7L926,4.59561226884769
HIE84ES,4.641555297448093
4E31KLF,4.613058296515127
69DLWQ1,4.55545116768811
O1ZGG6P,4.174807034816219
G8XP7YG,4.147483917850903
EP9TUM4,4.2410521417665
5KQU3IV,4.376365261058088
YBA2QFE,4.5618346267369
GZ8RW7R,4.063514189091045
ZV8ZA85,4.490995703102264
VJ5AX0K,4.559381739444581
F4CTCKU,4.432194789441936
9L7J242,4.039572314504833
MF8FTFG,3.9880225824269817
1K2KCW1,4.023023727801427
12OWBF9,3.971316782579813
